sku,weight,product_online,meta_title,meta_keywords,meta_description,created_at,updated_at,country_of_manufacture,additional_attributes
SPC-M80604-010-SAMPLE,1,1,,,,"12/26/18, 11:44 AM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=Yes,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled"
ESPC021948-SAMPLE,1,1,,,,"12/26/18, 11:46 AM","11/2/20, 5:02 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=Yes,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
ESPC022099-SAMPLE,1,1,,,,"12/26/18, 11:49 AM","7/16/20, 11:36 AM",,"am_shipping_type=Wood Sample,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=Yes,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled"
EP12C-MP35-SAMPLE,1,2,,,,"1/14/19, 10:28 AM","8/27/20, 11:44 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=3-1/2"""
CT312H,40,1,Centurion Hickory Flooring | Prefinished Engineered Hardwood Floors | Centurion Collection,,,"1/14/19, 10:46 AM","9/21/22, 11:05 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=20.93,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1820 psi,length=Random 70.07"",manufacturer=Centurion,mico_carton_min=1,mico_carton_unit=20.93,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EP12C-HC35-S,sample_title_type=0,stain=Character,structure=Engineered Ply,texture=Smooth,thickness=1/2"",waste_percent=7.00,wear_layer=3 mm,width=3-1/2"",wood=Hickory"
EP12C-HC35-SAMPLE,1,1,,,,"1/14/19, 11:35 AM","9/21/22, 10:45 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
EP12C-WAL35,40,1,Centurion Walnut Flooring | Prefinished Engineered Hardwood Floors | Centurion Collection,,,"1/14/19, 11:55 AM","7/19/22, 11:58 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=20.92,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1010 psi,length=Random 70.07"",manufacturer=Centurion,mico_carton_min=1,mico_carton_unit=20.92,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EP12C-WAL35-S,sample_title_type=0,stain=Natural,structure=Engineered Ply,texture=Smooth,thickness=1/2"",waste_percent=7.00,wear_layer=3 mm,width=3-1/2"",wood=Walnut"
EP12C-WAL35-S,1,1,,,,"1/14/19, 12:01 PM","11/23/21, 9:59 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
MMTM,5,1,Millennium Cavalli T-Mold | Unique Wood Floors,,,"1/21/19, 2:35 PM","7/24/20, 2:52 PM",,"am_shipping_type=Moldings,coverage=6.5 Linear Feet,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,wood=White Oak"
MMSTN48,5,1,Millennium Cavalli Flush Stair Nose | Unique Wood Floors,,,"1/21/19, 2:38 PM","7/24/20, 2:54 PM",,"am_shipping_type=Moldings,coverage=4 LF,dc_box_calculator_allow=0,dimensions=48"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,wood=White Oak"
MMRD,3,1,Millennium Cavalli Flush Reducer | Unique Wood Floors,,,"1/21/19, 2:41 PM","7/24/20, 2:52 PM",,"am_shipping_type=Moldings,coverage=6.5 Linear Feet,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,wood=White Oak"
MMVENT,3,1,Millennium Cavalli Flush Vent | Unique Wood Floors,,,"1/21/19, 2:42 PM","4/9/21, 3:47 PM",,"am_shipping_type=Standard,dc_box_calculator_allow=0,dimensions=3/4"" x 4"" x 12"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,wood=White Oak"
CT312M,40,2,Centurion Collection Maple Flooring | Prefinished Engineered Hardwood Floors | Centurion Collection,,,"2/15/19, 1:04 PM","9/21/22, 11:07 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=20.93,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1450,length=Random 70.07"",manufacturer=Centurion,mico_carton_min=1,mico_carton_unit=20.93,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=Character Maple,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EP12C-MP33-S,sample_title_type=0,stain=Natural,structure=Engineered Ply,texture=Smooth,thickness=1/2"",waste_percent=7.00,wear_layer=3 mm,width=3-1/2"",wood=Maple"
EP12C-MP33-SAMPLE,1,1,,,,"2/15/19, 1:09 PM","9/21/22, 11:04 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
EP12TBX475,35,1,Timberloft Acacia Herringbone Hardwood Flooring | Unique Wood Floors,,"Shop Timberloft Acacia Herringbone hardwood flooring from Unique Wood Floors. Easy Online Ordering!
","2/20/19, 1:56 PM","3/25/22, 5:03 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=10.85,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Matte Lacquer,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Uniform 23.62"",manufacturer=True Acacia,mico_carton_min=1,mico_carton_unit=10.85,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=Asian Walnut, Shittim,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EP12TBX475-S,sample_title_type=0,stain=Natural,structure=Engineered OSB,texture=Wire Brushed,thickness=1/2"",waste_percent=15,wear_layer=2mm Sawn Cut,width=4-3/4"",wood=Acacia Confusa"
EP12TBX475-S,1,1,,,,"2/20/19, 2:13 PM","5/5/21, 4:45 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
EP12TB5N,35,1,Timberloft Acacia Hardwood Flooring | Unique Wood Floors,,"Shop Timberloft Acacia hardwood flooring from Unique Wood Floors. Easy Online Ordering!
","2/23/19, 11:04 AM","7/11/22, 1:02 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=21.7,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Matte Lacquer,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Random to 4',manufacturer=True Acacia,mico_carton_min=1,mico_carton_unit=21.7,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=Asian Walnut, Shittim,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EP12TB5N-S,sample_title_type=0,stain=Natural,structure=Engineered HDF,texture=Wire Brushed,thickness=1/2"",waste_percent=7,wear_layer=2mm Sawn Cut,width=4-3/4"",wood=Acacia Confusa"
EP12TB5N-S,1,1,,,,"2/23/19, 11:10 AM","8/20/21, 4:47 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
FETK3434-MT,60,1,Millennium Montigo Oiled Hardwood Flooring | Fumed Whitewashed French Oak Oil Finished Wood Floors | Unique Wood Floors,,"Buy Millennium Montigo Oak Flooring for a whitewashed, oil finished wood floor in your home. Easy online ordering at Unique Wood Floors!","3/18/19, 11:25 AM","3/12/22, 1:51 PM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=12.02,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Millennium,mico_carton_min=1,mico_carton_unit=12.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=European Oak, French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FETK3434-MT-S,sample_title_type=0,stain=Fumed and Bleached White Wash,structure=Solid-Engineered,texture=Wire Brushed,thickness=3/4"",waste_percent=5.00,wear_layer=4 mm,width=5"",wood=White Oak"
FETK3434-MT-S,1,2,,,,"3/18/19, 11:39 AM","3/12/22, 1:51 PM",,"am_shipping_type=Wood Sample,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=1280,length=Random to 6',no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,structure=Solid-Engineered,texture=Smooth,waste_percent=5.00,width=4-3/4"",wood=White Oak"
TKRY50251,50,1,Coastland Orage Flooring White Oak Flooring | French Oak Floors Factory Finished Engineered Hardwood,,,"3/19/19, 2:09 PM","8/27/20, 12:19 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=25.56,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Matte Lacquer,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Coastland,mico_carton_min=1,mico_carton_unit=25.56,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_sku=TKRY50251-S,sample_title_type=0,stain=Gray Washed,structure=Engineered Ply,texture=Wire Brushed,thickness=9/16"",waste_percent=5,wear_layer=3 mm,width=7"",wood=White Oak"
TKRY50251-SAMPLE,1,2,,,,"3/19/19, 2:15 PM","7/22/20, 5:13 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
TKCL50254,40,1,Coastland Chardon Flooring | Factory Finished Engineered Hardwood Floors,,,"3/21/19, 11:08 AM","11/2/22, 12:31 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=29.6,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Matte Lacquer,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Coastland,mico_carton_min=1,mico_carton_unit=29.60,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=TKCL50254-S,sample_title_type=0,stain=White-Grey Wash,structure=Engineered Ply,texture=Wire Brushed,thickness=5/8"",waste_percent=5,wear_layer=3 mm,width=10"",wood=White Oak"
TKCL50254-SAMPLE,1,2,,,,"3/21/19, 11:17 AM","11/2/22, 1:00 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=2,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
EPAFTM-CU,,1,Cumaru T-Mold | Unique Wood Floors,,,"6/19/19, 2:26 PM","4/9/21, 3:24 PM",,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Cumaru,wood=Cumaru"
EPAFStN78-CU,,1,,,,"6/20/19, 3:46 AM","4/9/21, 3:23 PM",,"am_shipping_type=Standard,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Cumaru,wood=Cumaru"
EPAF18Rd-CU,,1,,,,"6/20/19, 3:51 AM","4/9/21, 3:23 PM",,"am_shipping_type=Standard,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Cumaru,wood=Cumaru"
AFVENTFL412-CU,,1,,,,"6/20/19, 3:53 AM","4/9/21, 3:23 PM",,"am_shipping_type=Standard,dc_box_calculator_allow=0,dimensions=4"" x 12"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Cumaru,wood=Cumaru"
EPAF18STN48-CU,,1,,,,"6/20/19, 4:00 AM","4/9/21, 3:23 PM",,"am_shipping_type=Standard,dc_box_calculator_allow=0,dimensions=3/4"" x 3-1/8"" x 48"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Cumaru,wood=Cumaru"
WOCA565,,1,WOCA Diamond Oil Active | Floor Care | Unique Wood Floors,,,"6/25/19, 1:35 PM","10/6/22, 12:21 PM",,"am_shipping_type=Standard,coverage=First coat 210-270 square foot per liter.  Second coat 600-1,000 square foot per liter,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,finish=Oil Finish,is_recurring=Yes,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
WOCA565025A,,1,WOCA Diamond Oil Active | Floor Care | Unique Wood Floors,,,"6/25/19, 1:54 PM","4/1/22, 3:41 PM",,"am_shipping_type=Standard,coverage=First coat 210-270 square foot per liter.  Second coat 600-1,000 square foot per liter,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=2.5 Liter,floorcare_type=Natural,is_recurring=No,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
WOCA565525A,,1,WOCA Diamond Oil Active | Floor Care | Unique Wood Floors,,,"6/25/19, 1:54 PM","4/1/22, 3:41 PM",,"am_shipping_type=Standard,coverage=First coat 210-270 square foot per liter.  Second coat 600-1,000 square foot per liter,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=2.5 Liter,floorcare_type=White,is_recurring=No,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
TKAT20011060-O,40,2,Vintage Ivory Flooring | Prefinished Engineered Hardwood Floors,,,"8/15/19, 2:49 PM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Vintage,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,sample_allowed=Yes,sample_sku=TKAT20011060-O-S,stain=White Wash,structure=Engineered Ply,texture=Scraped,thickness=9/16"",waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
TKAT20011060-O-SAMPLE,1,2,,,,"8/15/19, 3:04 PM","7/21/20, 2:56 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
WOCA510902US,,1,"WOCA Home Hardwood, LVT, Tile & Laminate Floor Cleaner | Floor Care | Unique Wood Floors",,,"9/19/19, 10:37 AM","1/18/21, 5:08 PM",,"am_shipping_type=Moldings,coverage= Approximately 3200 Square foot per bottle,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,floorcare_size=750ml,is_recurring=No,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
